Gene	sgRNA	eff
C2orf81	C2orf81_m74643244	1
C2orf81	C2orf81_m74643266	1
C2orf81	C2orf81_m74643283	1
C2orf81	C2orf81_m74643341	1
C2orf81	C2orf81_m74643359	1
C2orf81	C2orf81_p74643230	1
C2orf81	C2orf81_p74643249	1
C2orf81	C2orf81_p74643273	1
C2orf81	C2orf81_p74643285	1
C2orf82	C2orf82_m233735070	1
C2orf82	C2orf82_m233735110	1
C2orf82	C2orf82_m233740660	1
C2orf82	C2orf82_m233740669	1
C2orf82	C2orf82_p233735044	1
C2orf82	C2orf82_p233735056	1
C2orf82	C2orf82_p233735075	1
C2orf82	C2orf82_p233740641	1
C2orf82	C2orf82_p233740671	1
C2orf82	C2orf82_p233740686	1
C2orf88	C2orf88_m191064618	1
C2orf88	C2orf88_m191064625	1
C2orf88	C2orf88_m191064667	1
C2orf88	C2orf88_m191064676	1
C2orf88	C2orf88_m191064694	1
C2orf88	C2orf88_m191064739	1
C2orf88	C2orf88_p191064678	1
C2orf88	C2orf88_p191064702	1
C2orf88	C2orf88_p191064711	1
C2orf88	C2orf88_p191064721	1
C3orf17	C3orf17_m112738435	1
C3orf17	C3orf17_m112738474	1
C3orf17	C3orf17_m112738484	1
C3orf17	C3orf17_p112736395	1
C3orf17	C3orf17_p112736425	1
C3orf17	C3orf17_p112738380	1
C3orf17	C3orf17_p112738406	1
C3orf17	C3orf17_p112738441	1
C3orf17	C3orf17_p112738448	1
C3orf17	C3orf17_p112738456	1
C3orf18	C3orf18_m50603063	1
C3orf18	C3orf18_m50603105	1
C3orf18	C3orf18_m50603121	1
C3orf18	C3orf18_p50603000	1
C3orf18	C3orf18_p50603007	1
C3orf18	C3orf18_p50603013	1
C3orf18	C3orf18_p50603020	1
C3orf18	C3orf18_p50603031	1
C3orf18	C3orf18_p50603042	1
C3orf18	C3orf18_p50603055	1
C3orf20	C3orf20_m14724593	1
C3orf20	C3orf20_m14724608	1
C3orf20	C3orf20_m14724620	1
C3orf20	C3orf20_m14724644	1
C3orf20	C3orf20_m14724651	1
C3orf20	C3orf20_m14725762	1
C3orf20	C3orf20_p14724636	1
C3orf20	C3orf20_p14724660	1
C3orf20	C3orf20_p14724666	1
C3orf20	C3orf20_p14724681	1
C3orf22	C3orf22_m126270958	1
C3orf22	C3orf22_m126272175	1
C3orf22	C3orf22_m126272181	1
C3orf22	C3orf22_m126272188	1
C3orf22	C3orf22_p126270901	1
C3orf22	C3orf22_p126270909	1
C3orf22	C3orf22_p126272129	1
C3orf22	C3orf22_p126272140	1
C3orf22	C3orf22_p126272197	1
C3orf22	C3orf22_p126272203	1
C3orf30	C3orf30_m118865051	1
C3orf30	C3orf30_m118865072	1
C3orf30	C3orf30_m118865089	1
C3orf30	C3orf30_m118865094	1
C3orf30	C3orf30_m118865099	1
C3orf30	C3orf30_m118865113	1
C3orf30	C3orf30_m118865125	1
C3orf30	C3orf30_p118865035	1
C3orf30	C3orf30_p118865041	1
C3orf30	C3orf30_p118865104	1
C3orf33	C3orf33_m155485424	1
C3orf33	C3orf33_m155493545	1
C3orf33	C3orf33_m155493572	1
C3orf33	C3orf33_m155520354	1
C3orf33	C3orf33_p155485430	1
C3orf33	C3orf33_p155493488	1
C3orf33	C3orf33_p155493500	1
C3orf33	C3orf33_p155493537	1
C3orf33	C3orf33_p155493584	1
C3orf33	C3orf33_p155520338	1
C3orf37	C3orf37_m128998594	1
C3orf37	C3orf37_m128998605	1
C3orf37	C3orf37_m128998664	1
C3orf37	C3orf37_m128998695	1
C3orf37	C3orf37_m128998713	1
C3orf37	C3orf37_m128998720	1
C3orf37	C3orf37_p128998560	1
C3orf37	C3orf37_p128998616	1
C3orf37	C3orf37_p128998621	1
C3orf37	C3orf37_p128998648	1
C3orf38	C3orf38_m88199246	1
C3orf38	C3orf38_m88199252	1
C3orf38	C3orf38_m88199261	1
C3orf38	C3orf38_m88199287	1
C3orf38	C3orf38_m88199305	1
C3orf38	C3orf38_m88199312	1
C3orf38	C3orf38_m88199322	1
C3orf38	C3orf38_m88199330	1
C3orf38	C3orf38_p88199291	1
C3orf38	C3orf38_p88202409	1
C3orf52	C3orf52_m111805262	1
C3orf52	C3orf52_m111805267	1
C3orf52	C3orf52_m111805272	1
C3orf52	C3orf52_m111805281	1
C3orf52	C3orf52_m111805320	1
C3orf52	C3orf52_m111805348	1
C3orf52	C3orf52_p111805241	1
C3orf52	C3orf52_p111805291	1
C3orf52	C3orf52_p111805331	1
C3orf52	C3orf52_p111805352	1
C3orf55	C3orf55_m157271104	1
C3orf55	C3orf55_m157271119	1
C3orf55	C3orf55_m157288964	1
C3orf55	C3orf55_p157271036	1
C3orf55	C3orf55_p157271082	1
C3orf55	C3orf55_p157271107	1
C3orf55	C3orf55_p157288969	1
C3orf55	C3orf55_p157288977	1
C3orf55	C3orf55_p157288995	1
C3orf55	C3orf55_p157289020	1
C3orf58	C3orf58_m143704393	1
C3orf58	C3orf58_m143704581	1
C3orf58	C3orf58_p143704405	1
C3orf58	C3orf58_p143704414	1
C3orf58	C3orf58_p143704422	1
C3orf58	C3orf58_p143704441	1
C3orf58	C3orf58_p143704454	1
C3orf58	C3orf58_p143704475	1
C3orf58	C3orf58_p143704509	1
C3orf58	C3orf58_p143704563	1
C3orf62	C3orf62_m49314170	1
C3orf62	C3orf62_m49314180	1
C3orf62	C3orf62_m49314190	1
C3orf62	C3orf62_m49314217	1
C3orf62	C3orf62_m49314287	1
C3orf62	C3orf62_p49314126	1
C3orf62	C3orf62_p49314131	1
C3orf62	C3orf62_p49314154	1
C3orf62	C3orf62_p49314196	1
C3orf62	C3orf62_p49314203	1
C3orf67	C3orf67_m58870428	1
C3orf67	C3orf67_m58899435	1
C3orf67	C3orf67_m58899485	1
C3orf67	C3orf67_m58899540	1
C3orf67	C3orf67_p58870269	1
C3orf67	C3orf67_p58870335	1
C3orf67	C3orf67_p58870365	1
C3orf67	C3orf67_p58870380	1
C3orf67	C3orf67_p58870416	1
C3orf67	C3orf67_p58899505	1
C3orf70	C3orf70_m184870465	1
C3orf70	C3orf70_m184870494	1
C3orf70	C3orf70_m184870536	1
C3orf70	C3orf70_m184870541	1
C3orf70	C3orf70_m184870547	1
C3orf70	C3orf70_m184870553	1
C3orf70	C3orf70_m184870592	1
C3orf70	C3orf70_m184870601	1
C3orf70	C3orf70_p184870480	1
C3orf70	C3orf70_p184870499	1
C3orf72	C3orf72_m138666234	1
C3orf72	C3orf72_m138666240	1
C3orf72	C3orf72_m138666245	1
C3orf72	C3orf72_m138666267	1
C3orf72	C3orf72_m138666286	1
C3orf72	C3orf72_m138666291	1
C3orf72	C3orf72_m138668368	1
C3orf72	C3orf72_m138668373	1
C3orf72	C3orf72_p138666192	1
C3orf72	C3orf72_p138666276	1
C3orf80	C3orf80_m159943473	1
C3orf80	C3orf80_m159943591	1
C3orf80	C3orf80_m159943597	1
C3orf80	C3orf80_p159943436	1
C3orf80	C3orf80_p159943445	1
C3orf80	C3orf80_p159943496	1
C3orf80	C3orf80_p159943507	1
C3orf80	C3orf80_p159943539	1
C3orf80	C3orf80_p159943546	1
C3orf80	C3orf80_p159943577	1
C4orf17	C4orf17_m100434255	1
C4orf17	C4orf17_m100434291	1
C4orf17	C4orf17_m100434336	1
C4orf17	C4orf17_m100434343	1
C4orf17	C4orf17_m100434357	1
C4orf17	C4orf17_m100443673	1
C4orf17	C4orf17_p100434262	1
C4orf17	C4orf17_p100434276	1
C4orf17	C4orf17_p100434305	1
C4orf17	C4orf17_p100443685	1
C4orf19	C4orf19_m37591725	1
C4orf19	C4orf19_m37591737	1
C4orf19	C4orf19_m37591743	1
C4orf19	C4orf19_m37591844	1
C4orf19	C4orf19_m37591896	1
C4orf19	C4orf19_p37591805	1
C4orf19	C4orf19_p37591861	1
C4orf19	C4orf19_p37591876	1
C4orf19	C4orf19_p37591888	1
C4orf19	C4orf19_p37591899	1
C4orf21	C4orf21_m113541223	1
C4orf21	C4orf21_m113541272	1
C4orf21	C4orf21_m113541281	1
C4orf21	C4orf21_m113541294	1
C4orf21	C4orf21_m113541338	1
C4orf21	C4orf21_m113544974	1
C4orf21	C4orf21_m113545001	1
C4orf21	C4orf21_m113553095	1
C4orf21	C4orf21_p113541253	1
C4orf21	C4orf21_p113541317	1
C4orf22	C4orf22_m81256950	1
C4orf22	C4orf22_m81256980	1
C4orf22	C4orf22_m81256993	1
C4orf22	C4orf22_m81283917	1
C4orf22	C4orf22_p81256909	1
C4orf22	C4orf22_p81256915	1
C4orf22	C4orf22_p81256972	1
C4orf22	C4orf22_p81257008	1
C4orf22	C4orf22_p81283897	1
C4orf22	C4orf22_p81283909	1
C4orf27	C4orf27_m170650772	1
C4orf27	C4orf27_m170652979	1
C4orf27	C4orf27_m170658872	1
C4orf27	C4orf27_m170663159	1
C4orf27	C4orf27_m170671725	1
C4orf27	C4orf27_m170671842	1
C4orf27	C4orf27_m170678991	1
C4orf27	C4orf27_m170679004	1
C4orf27	C4orf27_m170679014	1
C4orf27	C4orf27_p170658810	1
C4orf29	C4orf29_m128905538	1
C4orf29	C4orf29_m128910926	1
C4orf29	C4orf29_m128910944	1
C4orf29	C4orf29_m128910956	1
C4orf29	C4orf29_p128904120	1
C4orf29	C4orf29_p128905497	1
C4orf29	C4orf29_p128905504	1
C4orf29	C4orf29_p128905523	1
C4orf29	C4orf29_p128905556	1
C4orf29	C4orf29_p128910887	1
C4orf32	C4orf32_m113107871	1
C4orf32	C4orf32_m113107884	1
C4orf32	C4orf32_m113107940	1
C4orf32	C4orf32_p113066727	1
C4orf32	C4orf32_p113066820	1
C4orf32	C4orf32_p113066867	1
C4orf32	C4orf32_p113107854	1
C4orf32	C4orf32_p113107862	1
C4orf32	C4orf32_p113108010	1
C4orf32	C4orf32_p113108025	1
C4orf33	C4orf33_m130023804	1
C4orf33	C4orf33_m130023819	1
C4orf33	C4orf33_m130023840	1
C4orf33	C4orf33_m130023921	1
C4orf33	C4orf33_m130030464	1
C4orf33	C4orf33_m130030639	1
C4orf33	C4orf33_p130023808	1
C4orf33	C4orf33_p130023828	1
C4orf33	C4orf33_p130023924	1
C4orf33	C4orf33_p130030487	1
C4orf36	C4orf36_m87809335	1
C4orf36	C4orf36_m87809354	1
C4orf36	C4orf36_m87809391	1
C4orf36	C4orf36_m87812665	1
C4orf36	C4orf36_p87809357	1
C4orf36	C4orf36_p87809364	1
C4orf36	C4orf36_p87809370	1
C4orf36	C4orf36_p87809398	1
C4orf36	C4orf36_p87809409	1
C4orf36	C4orf36_p87812652	1
C4orf3	C4orf3_m120221600	1
C4orf3	C4orf3_m120221621	1
C4orf3	C4orf3_m120221626	1
C4orf3	C4orf3_m120221637	1
C4orf3	C4orf3_m120221642	1
C4orf3	C4orf3_m120221647	1
C4orf3	C4orf3_m120221655	1
C4orf3	C4orf3_m120221664	1
C4orf3	C4orf3_m120221673	1
C4orf3	C4orf3_m120221683	1
C4orf45	C4orf45_m159894252	1
C4orf45	C4orf45_m159894293	1
C4orf45	C4orf45_m159894356	1
C4orf45	C4orf45_m159894394	1
C4orf45	C4orf45_m159894408	1
C4orf45	C4orf45_m159894448	1
C4orf45	C4orf45_p159894326	1
C4orf45	C4orf45_p159894438	1
C4orf45	C4orf45_p159956201	1
C4orf45	C4orf45_p159956227	1
C4orf48	C4orf48_m2044107	1
C4orf48	C4orf48_m2044181	1
C4orf48	C4orf48_m2044466	1
C4orf48	C4orf48_m2044484	1
C4orf48	C4orf48_m2044489	1
C4orf48	C4orf48_p2044131	1
C4orf48	C4orf48_p2044140	1
C4orf48	C4orf48_p2044148	1
C4orf48	C4orf48_p2044493	1
C4orf48	C4orf48_p2044501	1
C4orf6	C4orf6_m5527057	1
C4orf6	C4orf6_m5527067	1
C4orf6	C4orf6_m5527128	1
C4orf6	C4orf6_m5527173	1
C4orf6	C4orf6_m5527974	1
C4orf6	C4orf6_m5527990	1
C4orf6	C4orf6_m5528013	1
C4orf6	C4orf6_m5528029	1
C4orf6	C4orf6_p5527178	1
C4orf6	C4orf6_p5527187	1
C5orf15	C5orf15_m133304138	1
C5orf15	C5orf15_m133304172	1
C5orf15	C5orf15_m133304195	1
C5orf15	C5orf15_m133304214	1
C5orf15	C5orf15_m133304219	1
C5orf15	C5orf15_m133304247	1
C5orf15	C5orf15_m133304254	1
C5orf15	C5orf15_p133304128	1
C5orf15	C5orf15_p133304142	1
C5orf15	C5orf15_p133304197	1
C5orf22	C5orf22_m31532544	1
C5orf22	C5orf22_m31534398	1
C5orf22	C5orf22_m31534462	1
C5orf22	C5orf22_m31534467	1
C5orf22	C5orf22_p31532496	1
C5orf22	C5orf22_p31532512	1
C5orf22	C5orf22_p31532546	1
C5orf22	C5orf22_p31532555	1
C5orf22	C5orf22_p31534376	1
C5orf22	C5orf22_p31534384	1
C5orf24	C5orf24_m134190602	1
C5orf24	C5orf24_m134190609	1
C5orf24	C5orf24_m134190635	1
C5orf24	C5orf24_m134190644	1
C5orf24	C5orf24_m134190652	1
C5orf24	C5orf24_m134190666	1
C5orf24	C5orf24_m134190699	1
C5orf24	C5orf24_m134190721	1
C5orf24	C5orf24_m134190733	1
C5orf24	C5orf24_p134190614	1
C5orf28	C5orf28_m43453841	1
C5orf28	C5orf28_m43453865	1
C5orf28	C5orf28_m43453875	1
C5orf28	C5orf28_m43453885	1
C5orf28	C5orf28_m43453892	1
C5orf28	C5orf28_m43453994	1
C5orf28	C5orf28_m43454000	1
C5orf28	C5orf28_p43453789	1
C5orf28	C5orf28_p43453959	1
C5orf28	C5orf28_p43454025	1
C5orf30	C5orf30_m102611657	1
C5orf30	C5orf30_m102611697	1
C5orf30	C5orf30_m102611723	1
C5orf30	C5orf30_m102611748	1
C5orf30	C5orf30_m102611762	1
C5orf30	C5orf30_m102611775	1
C5orf30	C5orf30_m102611781	1
C5orf30	C5orf30_p102611766	1
C5orf30	C5orf30_p102611785	1
C5orf30	C5orf30_p102611797	1
C5orf34	C5orf34_m43506395	1
C5orf34	C5orf34_m43506429	1
C5orf34	C5orf34_m43506466	1
C5orf34	C5orf34_m43509352	1
C5orf34	C5orf34_m43509379	1
C5orf34	C5orf34_p43506418	1
C5orf34	C5orf34_p43506439	1
C5orf34	C5orf34_p43509271	1
C5orf34	C5orf34_p43509283	1
C5orf34	C5orf34_p43509298	1
C5orf38	C5orf38_m2752390	1
C5orf38	C5orf38_m2752410	1
C5orf38	C5orf38_m2752436	1
C5orf38	C5orf38_m2752443	1
C5orf38	C5orf38_m2752449	1
C5orf38	C5orf38_p2752371	1
C5orf38	C5orf38_p2752376	1
C5orf38	C5orf38_p2752401	1
C5orf38	C5orf38_p2752416	1
C5orf38	C5orf38_p2752422	1
C5orf42	C5orf42_m37245691	1
C5orf42	C5orf42_m37245844	1
C5orf42	C5orf42_m37245888	1
C5orf42	C5orf42_m37247721	1
C5orf42	C5orf42_m37247726	1
C5orf42	C5orf42_m37247731	1
C5orf42	C5orf42_m37247768	1
C5orf42	C5orf42_p37245797	1
C5orf42	C5orf42_p37245808	1
C5orf42	C5orf42_p37245831	1
C5orf45	C5orf45_m179268987	1
C5orf45	C5orf45_m179268997	1
C5orf45	C5orf45_m179269037	1
C5orf45	C5orf45_m179280402	1
C5orf45	C5orf45_m179285741	1
C5orf45	C5orf45_m179285774	1
C5orf45	C5orf45_p179268989	1
C5orf45	C5orf45_p179269028	1
C5orf45	C5orf45_p179285720	1
C5orf45	C5orf45_p179285726	1
C5orf46	C5orf46_m147281296	1
C5orf46	C5orf46_m147285996	1
C5orf46	C5orf46_m147286029	1
C5orf46	C5orf46_p147281247	1
C5orf46	C5orf46_p147281284	1
C5orf46	C5orf46_p147281305	1
C5orf46	C5orf46_p147285983	1
C5orf46	C5orf46_p147285988	1
C5orf46	C5orf46_p147286009	1
C5orf46	C5orf46_p147286021	1
C5orf47	C5orf47_m173416418	1
C5orf47	C5orf47_p173416253	1
C5orf47	C5orf47_p173416261	1
C5orf47	C5orf47_p173416308	1
C5orf47	C5orf47_p173416326	1
C5orf47	C5orf47_p173416340	1
C5orf47	C5orf47_p173416350	1
C5orf47	C5orf47_p173416359	1
C5orf47	C5orf47_p173416366	1
C5orf47	C5orf47_p173416408	1
C5orf48	C5orf48_m125967453	1
C5orf48	C5orf48_m125967462	1
C5orf48	C5orf48_m125968288	1
C5orf48	C5orf48_m125971746	1
C5orf48	C5orf48_m125971864	1
C5orf48	C5orf48_p125967414	1
C5orf48	C5orf48_p125968324	1
C5orf48	C5orf48_p125971717	1
C5orf48	C5orf48_p125971729	1
C5orf48	C5orf48_p125971780	1
C5orf51	C5orf51_m41904470	1
C5orf51	C5orf51_m41904479	1
C5orf51	C5orf51_m41904533	1
C5orf51	C5orf51_m41904560	1
C5orf51	C5orf51_m41907886	1
C5orf51	C5orf51_m41909904	1
C5orf51	C5orf51_p41904483	1
C5orf51	C5orf51_p41904493	1
C5orf51	C5orf51_p41904538	1
C5orf51	C5orf51_p41904547	1
C5orf52	C5orf52_m157098634	1
C5orf52	C5orf52_m157098653	1
C5orf52	C5orf52_m157098668	1
C5orf52	C5orf52_m157098686	1
C5orf52	C5orf52_m157098692	1
C5orf52	C5orf52_m157098701	1
C5orf52	C5orf52_p157098617	1
C5orf52	C5orf52_p157098624	1
C5orf52	C5orf52_p157098639	1
C5orf52	C5orf52_p157098655	1
C5orf54	C5orf54_m159822252	1
C5orf54	C5orf54_m159822320	1
C5orf54	C5orf54_m159822439	1
C5orf54	C5orf54_m159822455	1
C5orf54	C5orf54_m159822478	1
C5orf54	C5orf54_p159822242	1
C5orf54	C5orf54_p159822261	1
C5orf54	C5orf54_p159822267	1
C5orf54	C5orf54_p159822393	1
C5orf54	C5orf54_p159822425	1
C5orf55	C5orf55_m442816	1
C5orf55	C5orf55_m442822	1
C5orf55	C5orf55_m442850	1
C5orf55	C5orf55_m442857	1
C5orf55	C5orf55_m442888	1
C5orf55	C5orf55_m442893	1
C5orf55	C5orf55_p442767	1
C5orf55	C5orf55_p442805	1
C5orf55	C5orf55_p442829	1
C5orf55	C5orf55_p442911	1
C5orf63	C5orf63_m126383597	1
C5orf63	C5orf63_m126387469	1
C5orf63	C5orf63_m126394575	1
C5orf63	C5orf63_m126394640	1
C5orf63	C5orf63_m126394681	1
C5orf63	C5orf63_p126387544	1
C5orf63	C5orf63_p126388327	1
C5orf63	C5orf63_p126394564	1
C5orf63	C5orf63_p126394591	1
C5orf63	C5orf63_p126394621	1
C6orf106	C6orf106_m34664255	1
C6orf106	C6orf106_m34664324	1
C6orf106	C6orf106_m34664352	1
C6orf106	C6orf106_m34664358	1
C6orf106	C6orf106_p34664237	1
C6orf106	C6orf106_p34664247	1
C6orf106	C6orf106_p34664293	1
C6orf106	C6orf106_p34664304	1
C6orf106	C6orf106_p34664330	1
C6orf106	C6orf106_p34664337	1
C6orf10	C6orf10_m32334051	1
C6orf10	C6orf10_m32335703	1
C6orf10	C6orf10_m32335709	1
C6orf10	C6orf10_m32337675	1
C6orf10	C6orf10_m32337715	1
C6orf10	C6orf10_m32337729	1
C6orf10	C6orf10_p32322896	1
C6orf10	C6orf10_p32334053	1
C6orf10	C6orf10_p32336556	1
C6orf10	C6orf10_p32337718	1
C6orf118	C6orf118_m165715712	1
C6orf118	C6orf118_m165715754	1
C6orf118	C6orf118_m165715774	1
C6orf118	C6orf118_m165723062	1
C6orf118	C6orf118_m165723068	1
C6orf118	C6orf118_p165715691	1
C6orf118	C6orf118_p165715719	1
C6orf118	C6orf118_p165715733	1
C6orf118	C6orf118_p165715758	1
C6orf118	C6orf118_p165715766	1
C6orf120	C6orf120_m170102580	1
C6orf120	C6orf120_m170102585	1
C6orf120	C6orf120_m170102598	1
C6orf120	C6orf120_m170102611	1
C6orf120	C6orf120_m170102616	1
C6orf120	C6orf120_m170102663	1
C6orf120	C6orf120_p170102572	1
C6orf120	C6orf120_p170102623	1
C6orf120	C6orf120_p170102629	1
C6orf120	C6orf120_p170102671	1
C6orf132	C6orf132_m42096448	1
C6orf132	C6orf132_m42096470	1
C6orf132	C6orf132_m42096493	1
C6orf132	C6orf132_m42110070	1
C6orf132	C6orf132_m42110083	1
C6orf132	C6orf132_p42110062	1
C6orf132	C6orf132_p42110074	1
C6orf132	C6orf132_p42110086	1
C6orf132	C6orf132_p42110092	1
C6orf132	C6orf132_p42110131	1
C6orf136	C6orf136_m30615036	1
C6orf136	C6orf136_m30615049	1
C6orf136	C6orf136_m30615055	1
C6orf136	C6orf136_m30618776	1
C6orf136	C6orf136_m30618787	1
C6orf136	C6orf136_m30618795	1
C6orf136	C6orf136_m30618816	1
C6orf136	C6orf136_m30618844	1
C6orf136	C6orf136_p30615003	1
C6orf136	C6orf136_p30618802	1
C6orf141	C6orf141_m49518544	1
C6orf141	C6orf141_m49518562	1
C6orf141	C6orf141_m49518637	1
C6orf141	C6orf141_m49518672	1
C6orf141	C6orf141_m49518678	1
C6orf141	C6orf141_p49518598	1
C6orf141	C6orf141_p49518623	1
C6orf141	C6orf141_p49518640	1
C6orf141	C6orf141_p49518664	1
C6orf141	C6orf141_p49518681	1
C6orf15	C6orf15_m31080057	1
C6orf15	C6orf15_m31080298	1
C6orf15	C6orf15_m31080314	1
C6orf15	C6orf15_m31080319	1
C6orf15	C6orf15_m31080327	1
C6orf15	C6orf15_p31080044	1
C6orf15	C6orf15_p31080265	1
C6orf15	C6orf15_p31080271	1
C6orf15	C6orf15_p31080279	1
C6orf15	C6orf15_p31080301	1
C6orf163	C6orf163_m88054902	1
C6orf163	C6orf163_m88054915	1
C6orf163	C6orf163_p88054943	1
C6orf163	C6orf163_p88058514	1
C6orf163	C6orf163_p88058595	1
C6orf163	C6orf163_p88058602	1
C6orf163	C6orf163_p88060197	1
C6orf163	C6orf163_p88066065	1
C6orf163	C6orf163_p88066083	1
C6orf163	C6orf163_p88066100	1
C6orf165	C6orf165_m88119563	1
C6orf165	C6orf165_m88119576	1
C6orf165	C6orf165_m88119627	1
C6orf165	C6orf165_m88120319	1
C6orf165	C6orf165_p88119550	1
C6orf165	C6orf165_p88119567	1
C6orf165	C6orf165_p88119587	1
C6orf165	C6orf165_p88119608	1
C6orf165	C6orf165_p88120298	1
C6orf165	C6orf165_p88120311	1
C6orf195	C6orf195_m2623933	1
C6orf195	C6orf195_m2623959	1
C6orf195	C6orf195_m2623964	1
C6orf195	C6orf195_m2623982	1
C6orf195	C6orf195_m2624012	1
C6orf195	C6orf195_m2624032	1
C6orf195	C6orf195_p2623971	1
C6orf195	C6orf195_p2624016	1
C6orf195	C6orf195_p2624024	1
C6orf195	C6orf195_p2624037	1
C6orf1	C6orf1_m34214609	1
C6orf1	C6orf1_m34214625	1
C6orf1	C6orf1_m34214633	1
C6orf1	C6orf1_m34214834	1
C6orf1	C6orf1_m34214852	1
C6orf1	C6orf1_m34214873	1
C6orf1	C6orf1_p34214857	1
C6orf1	C6orf1_p34214875	1
C6orf1	C6orf1_p34214897	1
C6orf1	C6orf1_p34214907	1
C6orf201	C6orf201_m4087889	1
C6orf201	C6orf201_m4087905	1
C6orf201	C6orf201_m4087913	1
C6orf201	C6orf201_m4087933	1
C6orf201	C6orf201_m4099232	1
C6orf201	C6orf201_m4099409	1
C6orf201	C6orf201_m4099419	1
C6orf201	C6orf201_p4087895	1
C6orf201	C6orf201_p4087925	1
C6orf201	C6orf201_p4099343	1
C6orf203	C6orf203_m107360965	1
C6orf203	C6orf203_m107361012	1
C6orf203	C6orf203_m107361044	1
C6orf203	C6orf203_m107361054	1
C6orf203	C6orf203_m107361109	1
C6orf203	C6orf203_m107361296	1
C6orf203	C6orf203_p107360951	1
C6orf203	C6orf203_p107360973	1
C6orf203	C6orf203_p107361003	1
C6orf203	C6orf203_p107361392	1
C6orf211	C6orf211_m151773694	1
C6orf211	C6orf211_m151779500	1
C6orf211	C6orf211_m151779546	1
C6orf211	C6orf211_m151779590	1
C6orf211	C6orf211_p151773673	1
C6orf211	C6orf211_p151773686	1
C6orf211	C6orf211_p151773697	1
C6orf211	C6orf211_p151775712	1
C6orf211	C6orf211_p151779490	1
C6orf211	C6orf211_p151779556	1
C6orf223	C6orf223_m43968365	1
C6orf223	C6orf223_m43968384	1
C6orf223	C6orf223_m43968390	1
C6orf223	C6orf223_m43968404	1
C6orf223	C6orf223_m43968423	1
C6orf223	C6orf223_m43968762	1
C6orf223	C6orf223_p43968356	1
C6orf223	C6orf223_p43968374	1
C6orf223	C6orf223_p43968396	1
C6orf223	C6orf223_p43968411	1
C6orf226	C6orf226_m42858422	1
C6orf226	C6orf226_m42858432	1
C6orf226	C6orf226_m42858437	1
C6orf226	C6orf226_p42858396	1
C6orf226	C6orf226_p42858401	1
C6orf226	C6orf226_p42858411	1
C6orf226	C6orf226_p42858445	1
C6orf226	C6orf226_p42858460	1
C6orf226	C6orf226_p42858466	1
C6orf226	C6orf226_p42858471	1
C6orf47	C6orf47_m31627608	1
C6orf47	C6orf47_m31627618	1
C6orf47	C6orf47_m31627684	1
C6orf47	C6orf47_m31627704	1
C6orf47	C6orf47_p31627623	1
C6orf47	C6orf47_p31627629	1
C6orf47	C6orf47_p31627638	1
C6orf47	C6orf47_p31627647	1
C6orf47	C6orf47_p31627654	1
C6orf47	C6orf47_p31627696	1
C6orf48	C6orf48_m31805104	1
C6orf48	C6orf48_m31805163	1
C6orf48	C6orf48_m31805188	1
C6orf48	C6orf48_m31805193	1
C6orf48	C6orf48_m31805201	1
C6orf48	C6orf48_p31805145	1
C6orf48	C6orf48_p31805150	1
C6orf48	C6orf48_p31805155	1
C6orf48	C6orf48_p31807326	1
C6orf48	C6orf48_p31807332	1
C6orf52	C6orf52_m10687286	1
C6orf52	C6orf52_m10687298	1
C6orf52	C6orf52_m10687316	1
C6orf52	C6orf52_m10687333	1
C6orf52	C6orf52_m10687371	1
C6orf52	C6orf52_m10687714	1
C6orf52	C6orf52_p10687323	1
C6orf52	C6orf52_p10687336	1
C6orf52	C6orf52_p10687341	1
C6orf52	C6orf52_p10687755	1
C6orf57	C6orf57_m71276651	1
C6orf57	C6orf57_m71276664	1
C6orf57	C6orf57_m71276689	1
C6orf57	C6orf57_m71289125	1
C6orf57	C6orf57_m71289194	1
C6orf57	C6orf57_p71276656	1
C6orf57	C6orf57_p71276669	1
C6orf57	C6orf57_p71276674	1
C6orf57	C6orf57_p71276681	1
C6orf57	C6orf57_p71289196	1
C6orf62	C6orf62_m24716449	1
C6orf62	C6orf62_m24718775	1
C6orf62	C6orf62_p24716429	1
C6orf62	C6orf62_p24716438	1
C6orf62	C6orf62_p24716458	1
C6orf62	C6orf62_p24716490	1
C6orf62	C6orf62_p24718764	1
C6orf62	C6orf62_p24718790	1
C6orf62	C6orf62_p24718856	1
C6orf62	C6orf62_p24718864	1
C6orf70	C6orf70_m170153976	1
C6orf70	C6orf70_m170153984	1
C6orf70	C6orf70_m170153998	1
C6orf70	C6orf70_m170155421	1
C6orf70	C6orf70_p170154055	1
C6orf70	C6orf70_p170154068	1
C6orf70	C6orf70_p170154106	1
C6orf70	C6orf70_p170155367	1
C6orf70	C6orf70_p170155375	1
C6orf70	C6orf70_p170155409	1
C6orf89	C6orf89_m36867236	1
C6orf89	C6orf89_m36867293	1
C6orf89	C6orf89_m36867378	1
C6orf89	C6orf89_m36867388	1
C6orf89	C6orf89_m36867393	1
C6orf89	C6orf89_m36870009	1
C6orf89	C6orf89_p36867258	1
C6orf89	C6orf89_p36867283	1
C6orf89	C6orf89_p36867297	1
C6orf89	C6orf89_p36869989	1
C6orf99	C6orf99_m159316338	1
C6orf99	C6orf99_m159316344	1
C6orf99	C6orf99_m159316350	1
C6orf99	C6orf99_m159316357	1
C6orf99	C6orf99_m159316374	1
C6orf99	C6orf99_p159316257	1
C6orf99	C6orf99_p159316269	1
